text,label
software engineer laravel | sql java react,Information Technology
control engineer mes hours shift | sql,Information Technology
technical software engineer fresh graduates | python excel java,Information Technology
human resources excutive | sql excel,Information Technology
mechanical electrical engineer mechanical electrical building services |,Engineering
construction quality assurance quality control engineer |,Engineering
data centre malaysia | excel react,Information Technology
pre engineer security / data center |,Sales
health advisor watsons bukit tinggi 2 | excel,Engineering
big data developer cloudera hadoop |,Information Technology
ssc payroll australia and new zealand | excel,Finance
office admin cum account |,Finance
payroll hq lintas kk |,Finance
fullstack developer java springboot | sql java react,Information Technology
jr. motion graphic multimedia designer |,Creative Design
multimedia designer cum videographer |,Creative Design
trainee autocad / bim operator in kuching |,Engineering
level 2 application support | sql java react,Information Technology
net developer software engineer | sql java,Information Technology
social media editor cum videographer |,Marketing
graduate engineer software | sql,Information Technology
data visualisation developer | sql,Information Technology
accounts payable ap | excel,Finance
staff central manufacturing logistics |,Engineering
python software engineer | python sql java machine learning,Information Technology
representative order management off shift hours | excel,Administration & Customer Service
customer service advisor at proton workshop in pj |,Engineering
admin executive/personal based in petaling jaya |,Administration & Customer Service
chargeman a4 / wireman pw4 / electrical engineer |,Engineering
skudai bizhub kulai kota masai |,Sales
process engineer die attach |,Engineering
environmental engineer / environmental |,Engineering
executive/ engineer training provided |,Sales
system technician plc pc knowledge based in kulai | excel,Engineering
sbm engineer penang island |,Sales
full stack developer reactjs nestjs nodejs | excel react,Information Technology
head data management office dmo | sql,Information Technology
lead support analyst grm operational risk | sql excel,Information Technology
independent contractor administrative | excel,Administration & Customer Service
content planner instagram tiktok | excel,Marketing
representative premium product johor | excel,Sales
frontend developer vue | java,Information Technology
